ID,Produto,Marca,Vendas,Valor Unitário,Categoria,Data da Venda,Nome do Cliente,Cidade do Cliente
3104,Cafeteira,Brastemp,4,4798.27,Eletroportáteis,2025-04-21,Raul da Cunha,Pereira de Goiás
3105,Televisão,Britânia,3,5699.8,Eletrônicos,2024-04-17,Maria Clara da Costa,Moreira
3106,Fogão,Panasonic,3,4293.99,Linha Branca,2024-04-26,Leonardo Costela,da Cunha
3107,Cafeteira,Midea,2,5830.92,Eletroportáteis,2024-04-26,Srta. Camila Correia,Viana da Mata
3108,Fogão,Samsung,4,4794.66,Linha Branca,2024-01-23,Daniela Ramos,Nogueira da Prata
3109,Máquina de Lavar,Electrolux,3,5072.84,Linha Branca,2024-12-04,Rafael da Rocha,das Neves
3110,Aspirador de Pó,Brastemp,4,5609.43,Eletroportáteis,2023-10-25,Maitê Peixoto,Rocha
3111,Fogão,Consul,4,4663.39,Linha Branca,2025-02-01,Srta. Maria Eduarda Moraes,Campos da Praia
3112,Ar-Condicionado,Midea,3,3853.65,Climatização,2025-04-30,Theo Carvalho,Nogueira Grande
3113,Secadora,Midea,3,5012.53,Linha Branca,2023-11-24,Sra. Laura Pires,Rodrigues de Aragão
3114,Secadora,Panasonic,1,1587.94,Linha Branca,2023-10-16,Vitória Almeida,da Rocha do Campo
3115,Micro-ondas,Midea,5,4836.68,Eletroportáteis,2025-02-08,Natália Mendes,da Mata
3116,Aspirador de Pó,Electrolux,1,1395.85,Eletroportáteis,2024-07-03,Sophia Ferreira,da Cunha de Goiás
3117,Geladeira,Philco,3,3465.71,Linha Branca,2024-03-26,Thomas Castro,da Paz
3118,Geladeira,Britânia,1,4913.01,Linha Branca,2025-04-09,Bianca Souza,Pires do Sul
3119,Geladeira,LG,4,5698.27,Linha Branca,2023-10-02,Arthur Martins,Correia da Serra
3120,Ar-Condicionado,Consul,5,3717.9,Climatização,2023-12-17,Cauã Moreira,Pinto
3121,Televisão,Brastemp,4,1087.57,Eletrônicos,2024-07-14,Henrique Monteiro,Castro Alegre
3122,Micro-ondas,Brastemp,3,2160.21,Eletroportáteis,2023-07-27,Dr. Pedro Lucas Monteiro,Alves
3123,Televisão,Mondial,3,5519.71,Eletrônicos,2025-01-27,Juliana Teixeira,da Mata
3124,Cafeteira,Midea,2,5969.57,Eletroportáteis,2024-06-21,Melissa Pinto,Rocha
3125,Micro-ondas,Midea,3,578.26,Eletroportáteis,2023-10-12,Maria Alice Fernandes,Gonçalves
3126,Geladeira,Panasonic,3,3725.48,Linha Branca,2023-09-19,Bernardo Almeida,Silva
3127,Televisão,Panasonic,3,685.9,Eletrônicos,2024-05-04,Elisa Cardoso,Martins Verde
3128,Liquidificador,Mondial,4,1303.13,Eletroportáteis,2025-05-03,Rebeca Santos,Pinto Grande
3129,Secadora,Midea,5,652.99,Linha Branca,2025-06-22,Elisa Teixeira,Silveira
3130,Geladeira,LG,5,3257.3,Linha Branca,2025-05-09,Stephany Correia,da Rocha de Moraes
3131,Geladeira,Mondial,1,3545.95,Linha Branca,2025-01-21,Isabella Duarte,Vieira da Mata
3132,Ar-Condicionado,Electrolux,1,4241.53,Climatização,2023-11-17,João da Rosa,Pereira
3133,Fogão,Electrolux,1,2810.84,Linha Branca,2025-02-24,Nicole Barbosa,Aragão de Silveira
3134,Máquina de Lavar,Britânia,2,1061.49,Linha Branca,2024-01-22,Srta. Lara Peixoto,Alves
3135,Fogão,Midea,3,2287.32,Linha Branca,2024-05-28,Alana Novaes,Pinto
3136,Micro-ondas,Samsung,3,1232.28,Eletroportáteis,2024-08-09,Amanda Jesus,Silveira
3137,Ar-Condicionado,Electrolux,5,5213.08,Climatização,2025-05-09,Ana Julia Oliveira,da Cunha da Praia
3138,Secadora,Panasonic,1,3017.04,Linha Branca,2025-06-28,Cauê Nogueira,da Rocha de Nogueira
3139,Máquina de Lavar,Electrolux,1,4503.87,Linha Branca,2024-01-21,Carlos Eduardo Rezende,Nogueira da Prata
3140,Geladeira,Britânia,5,5759.0,Linha Branca,2023-10-02,Sr. Rodrigo Freitas,Campos da Mata
3141,Máquina de Lavar,Philco,3,1209.49,Linha Branca,2023-12-13,Marcelo Gonçalves,da Rocha de Fernandes
3142,Secadora,Midea,3,1737.9,Linha Branca,2024-10-19,Otávio Silveira,da Conceição
3143,Máquina de Lavar,Consul,4,1353.32,Linha Branca,2023-07-12,Gustavo Henrique da Paz,Pinto do Norte
3144,Aspirador de Pó,Mondial,1,257.8,Eletroportáteis,2024-01-04,Lívia Lopes,Peixoto
3145,Geladeira,Midea,4,2007.23,Linha Branca,2024-03-22,Lorenzo Rodrigues,Cunha
3146,Ar-Condicionado,Britânia,3,5039.29,Climatização,2023-10-22,Augusto da Costa,Silveira do Norte
3147,Geladeira,Mondial,4,5216.64,Linha Branca,2025-03-02,Erick Gonçalves,Gonçalves Paulista
3148,Máquina de Lavar,Panasonic,1,5053.83,Linha Branca,2024-09-24,André da Rosa,Alves
3149,Geladeira,Britânia,1,2280.12,Linha Branca,2024-12-29,Leonardo Pinto,da Costa
3150,Televisão,Samsung,4,5601.92,Eletrônicos,2023-11-21,Miguel da Conceição,Cunha Paulista
3151,Televisão,LG,5,3446.03,Eletrônicos,2025-04-30,Cauê Teixeira,Nunes
3152,Fogão,Consul,5,880.58,Linha Branca,2023-10-03,Srta. Caroline Ramos,Correia
3153,Cafeteira,Consul,4,4798.68,Eletroportáteis,2024-03-02,João Miguel da Costa,Cunha
3154,Máquina de Lavar,LG,4,2836.07,Linha Branca,2025-07-07,Daniel Ribeiro,Ribeiro
3155,Televisão,LG,4,3199.77,Eletrônicos,2024-04-27,André Dias,Souza de Carvalho
3156,Televisão,Panasonic,2,4205.0,Eletrônicos,2025-04-15,Vitória Peixoto,Oliveira
3157,Televisão,Electrolux,5,1579.81,Eletrônicos,2025-04-19,Vinicius Santos,Monteiro de Nunes
3158,Micro-ondas,Consul,3,4456.56,Eletroportáteis,2024-10-24,Sr. Luiz Gustavo Pereira,Moura de Minas
3159,Geladeira,Electrolux,4,3974.57,Linha Branca,2024-11-13,João Felipe da Cruz,da Mota da Mata
3160,Aspirador de Pó,Britânia,3,5704.96,Eletroportáteis,2023-10-16,Clara Nunes,Fogaça
3161,Televisão,Brastemp,4,2436.55,Eletrônicos,2024-09-13,Bruno da Rocha,Teixeira da Prata
3162,Cafeteira,Panasonic,5,1372.58,Eletroportáteis,2025-06-07,Francisco Azevedo,Santos
3163,Aspirador de Pó,Britânia,2,3308.1,Eletroportáteis,2023-09-11,Leandro Rodrigues,Castro de Campos
3164,Máquina de Lavar,Consul,1,3227.45,Linha Branca,2025-05-14,Srta. Sophia Silva,das Neves da Praia
3165,Cafeteira,Samsung,1,577.41,Eletroportáteis,2024-04-09,Kamilly Cardoso,Cardoso da Prata
3166,Televisão,Samsung,4,3616.41,Eletrônicos,2024-12-26,Natália Gomes,Ribeiro
3167,Cafeteira,Brastemp,5,4360.95,Eletroportáteis,2024-07-18,Lorena Correia,Teixeira
3168,Geladeira,Panasonic,4,569.63,Linha Branca,2024-06-02,Sr. Erick Castro,Novaes do Galho
3169,Aspirador de Pó,Electrolux,4,4342.89,Eletroportáteis,2024-01-10,Isabelly Vieira,da Conceição
3170,Liquidificador,Brastemp,2,3241.83,Eletroportáteis,2024-08-19,Lucca Martins,da Paz
3171,Secadora,Mondial,3,1843.78,Linha Branca,2023-12-23,Bryan Ferreira,Almeida
3172,Fogão,Electrolux,5,5790.08,Linha Branca,2024-09-08,Bernardo Moraes,Fogaça de Fernandes
3173,Cafeteira,Samsung,5,3661.07,Eletroportáteis,2024-05-18,Nicolas Porto,Azevedo de Moura
3174,Máquina de Lavar,Electrolux,1,2942.89,Linha Branca,2024-03-24,Thomas Correia,Araújo do Norte
3175,Aspirador de Pó,Electrolux,4,471.86,Eletroportáteis,2023-12-28,Nathan da Mota,Pereira da Serra
3176,Máquina de Lavar,Panasonic,2,2042.11,Linha Branca,2024-09-30,Dra. Amanda Vieira,Barbosa da Praia
3177,Micro-ondas,Panasonic,4,4659.7,Eletroportáteis,2024-12-20,Dra. Maria Vitória Carvalho,da Rocha
3178,Ar-Condicionado,Electrolux,1,1212.3,Climatização,2025-05-17,Augusto Costela,Barbosa do Galho
3179,Máquina de Lavar,Midea,5,4220.1,Linha Branca,2024-03-30,Manuela da Rosa,Duarte
3180,Geladeira,Electrolux,1,3747.53,Linha Branca,2025-04-06,Calebe Mendes,da Mata Grande
3181,Liquidificador,Consul,1,5500.48,Eletroportáteis,2023-12-10,Clarice Pereira,Moura
3182,Aspirador de Pó,LG,3,5712.29,Eletroportáteis,2024-11-30,Emanuel Pires,da Cruz da Mata
3183,Liquidificador,LG,3,1066.17,Eletroportáteis,2025-03-08,Pedro Henrique Martins,Correia Alegre
3184,Micro-ondas,LG,4,1774.66,Eletroportáteis,2023-12-09,Kamilly Ribeiro,Ribeiro de Barbosa
3185,Secadora,Britânia,2,1902.26,Linha Branca,2023-07-20,Laura Caldeira,Lima de Azevedo
3186,Micro-ondas,Mondial,5,5225.26,Eletroportáteis,2024-02-25,André das Neves,Pires das Pedras
3187,Ar-Condicionado,Brastemp,3,2252.49,Climatização,2025-02-07,Maria Nogueira,Moreira
3188,Micro-ondas,Britânia,1,4320.54,Eletroportáteis,2024-02-24,João Pedro Mendes,Melo
3189,Liquidificador,Brastemp,1,2994.73,Eletroportáteis,2024-01-06,Noah da Mata,Mendes de Goiás
3190,Geladeira,Consul,3,1136.5,Linha Branca,2025-06-04,Marcos Vinicius Jesus,Castro de Barros
3191,Micro-ondas,Britânia,4,4019.21,Eletroportáteis,2025-01-29,Levi Melo,da Luz de Minas
3192,Aspirador de Pó,Consul,2,1318.98,Eletroportáteis,2024-04-28,Brenda Nunes,Pereira da Praia
3193,Cafeteira,Samsung,5,3222.66,Eletroportáteis,2025-01-21,Sofia Martins,da Rocha
3194,Secadora,Britânia,5,2269.72,Linha Branca,2025-03-23,Augusto Monteiro,Fernandes da Mata
3195,Geladeira,Samsung,4,1769.13,Linha Branca,2023-10-22,Sra. Emanuella Nunes,Barros do Oeste
3196,Cafeteira,Midea,3,2676.2,Eletroportáteis,2023-10-30,Maysa Campos,Cunha
3197,Aspirador de Pó,Philco,5,814.32,Eletroportáteis,2024-12-11,Larissa Campos,Silveira
3198,Geladeira,Electrolux,3,3450.93,Linha Branca,2024-10-09,Brenda Santos,Nascimento
3199,Fogão,Electrolux,3,1698.28,Linha Branca,2023-08-27,Sra. Ana Vitória da Rocha,Araújo de Ribeiro
3200,Televisão,Samsung,2,5619.61,Eletrônicos,2025-05-13,Benjamin Castro,Peixoto
3201,Secadora,Philco,3,4715.4,Linha Branca,2024-06-15,Srta. Alana Correia,Carvalho Verde
3202,Cafeteira,Consul,3,1947.5,Eletroportáteis,2024-03-04,Clarice Freitas,da Mota de da Rosa
3203,Televisão,Britânia,5,1945.87,Eletrônicos,2023-09-27,Alícia Ferreira,da Luz do Amparo
3204,Geladeira,Philco,5,1123.67,Linha Branca,2025-03-22,Dra. Catarina Farias,Jesus do Amparo
3205,Liquidificador,Mondial,3,1170.24,Eletroportáteis,2023-09-17,Lucca Souza,Santos
3206,Secadora,Mondial,4,3495.31,Linha Branca,2024-11-07,Luiz Miguel Melo,Costela
3207,Televisão,Consul,2,1420.03,Eletrônicos,2023-10-30,Ana Lívia Barros,Pereira
3208,Geladeira,Samsung,4,2569.57,Linha Branca,2023-12-16,Isabel Pires,Pires
3209,Secadora,Midea,4,2469.76,Linha Branca,2023-12-16,Calebe Rodrigues,da Luz
3210,Secadora,Consul,2,5506.31,Linha Branca,2023-11-05,Lorenzo Fogaça,Azevedo da Mata
3211,Ar-Condicionado,Philco,3,228.48,Climatização,2024-05-27,Murilo Cardoso,Ferreira de Carvalho
3212,Ar-Condicionado,Brastemp,4,3353.44,Climatização,2024-07-25,Eduardo Barros,da Cunha
3213,Secadora,Brastemp,3,4133.51,Linha Branca,2024-03-21,Guilherme Farias,Pinto
3214,Cafeteira,Consul,4,1841.23,Eletroportáteis,2023-10-03,Lavínia Cavalcanti,da Paz dos Dourados
3215,Cafeteira,Midea,5,826.67,Eletroportáteis,2023-12-02,Brenda Sales,Lopes de Minas
3216,Televisão,Midea,5,4938.19,Eletrônicos,2025-03-21,Dr. Davi Silva,Oliveira
3217,Ar-Condicionado,Electrolux,2,2176.69,Climatização,2025-02-23,Enrico Fogaça,Ramos do Oeste
3218,Televisão,Electrolux,3,3225.24,Eletrônicos,2023-09-21,Erick da Cunha,da Conceição
3219,Aspirador de Pó,Mondial,1,3841.74,Eletroportáteis,2024-06-16,Bruna Silva,Vieira do Sul
3220,Geladeira,Electrolux,1,4991.66,Linha Branca,2025-06-13,Augusto Araújo,Alves das Pedras
3221,Fogão,Mondial,3,2243.28,Linha Branca,2024-02-23,Maria Fernanda da Paz,Santos do Amparo
3222,Máquina de Lavar,Brastemp,5,5509.23,Linha Branca,2024-02-20,Maysa Freitas,Pires do Amparo
3223,Geladeira,Electrolux,3,3479.86,Linha Branca,2024-07-14,Maria Luiza Alves,Monteiro
3224,Geladeira,LG,2,1468.13,Linha Branca,2023-08-22,Sr. Cauê Aragão,Gomes da Praia
3225,Secadora,Brastemp,5,3495.94,Linha Branca,2023-07-15,Bárbara Lima,da Mata da Praia
3226,Aspirador de Pó,Samsung,4,5663.33,Eletroportáteis,2025-04-07,Kamilly Fogaça,da Paz do Norte
3227,Liquidificador,Panasonic,5,2666.44,Eletroportáteis,2023-07-17,Augusto da Mota,Lopes de Goiás
3228,Ar-Condicionado,Mondial,4,4417.27,Climatização,2025-04-03,Srta. Eloah Cunha,Cunha das Flores
3229,Secadora,Brastemp,1,4803.25,Linha Branca,2024-08-14,Maysa Araújo,Moreira Paulista
3230,Cafeteira,Brastemp,4,2464.51,Eletroportáteis,2024-03-18,Vitor Hugo Cardoso,da Cunha
3231,Liquidificador,Samsung,5,1613.58,Eletroportáteis,2023-10-16,Rafaela Dias,Oliveira
3232,Ar-Condicionado,Consul,2,4162.72,Climatização,2025-03-20,Ana Silva,Nascimento de Cunha
3233,Geladeira,Samsung,5,1125.71,Linha Branca,2024-12-24,Dra. Alexia Costa,Carvalho
3234,Fogão,Brastemp,1,3496.33,Linha Branca,2024-01-03,Caroline Rezende,da Rocha de Teixeira
3235,Ar-Condicionado,Consul,2,5449.21,Climatização,2025-01-21,Thiago Lima,Rocha do Amparo
3236,Geladeira,Britânia,1,5943.66,Linha Branca,2025-01-29,Isabelly da Costa,Lopes
3237,Máquina de Lavar,Brastemp,5,1592.5,Linha Branca,2025-01-29,Sra. Marcela Araújo,da Luz das Flores
3238,Ar-Condicionado,Electrolux,1,2029.87,Climatização,2024-12-11,Isabella Pires,da Mata do Sul
3239,Aspirador de Pó,Midea,2,5876.06,Eletroportáteis,2023-07-16,Elisa Azevedo,Carvalho
3240,Geladeira,Philco,1,1049.62,Linha Branca,2024-09-04,Dra. Marcela Martins,Fernandes
3241,Cafeteira,Brastemp,1,1618.8,Eletroportáteis,2024-06-18,Carlos Eduardo Caldeira,das Neves
3242,Geladeira,Samsung,5,3839.71,Linha Branca,2024-01-31,Srta. Isis Oliveira,Ferreira
3243,Secadora,Brastemp,5,1398.02,Linha Branca,2024-01-01,Mirella da Rocha,da Mata
3244,Micro-ondas,Britânia,1,1950.23,Eletroportáteis,2023-11-05,Breno Sales,Lopes do Galho
3245,Fogão,Philco,2,312.7,Linha Branca,2024-07-05,Heitor das Neves,Rodrigues
3246,Secadora,Brastemp,3,860.75,Linha Branca,2024-02-04,Emanuel Correia,Moraes
3247,Televisão,Mondial,3,3710.68,Eletrônicos,2024-08-12,Ana Sophia da Mota,Almeida
3248,Televisão,Mondial,3,1148.94,Eletrônicos,2024-03-05,Alícia da Cunha,Ramos da Prata
3249,Televisão,Electrolux,3,1140.44,Eletrônicos,2025-05-18,Sr. João Gabriel Cardoso,Monteiro de Campos
3250,Aspirador de Pó,Britânia,2,3638.17,Eletroportáteis,2023-08-02,Sra. Alice Sales,Cardoso da Prata
3251,Fogão,Electrolux,2,1138.16,Linha Branca,2024-03-20,Maria Alice Araújo,Gonçalves
3252,Máquina de Lavar,Midea,5,3619.47,Linha Branca,2024-08-20,João Guilherme Rezende,Novaes
3253,Máquina de Lavar,Britânia,4,4238.21,Linha Branca,2024-02-03,Maria Peixoto,Correia da Prata
3254,Geladeira,Midea,5,4640.63,Linha Branca,2024-04-30,Thomas Barros,Ramos de Campos
3255,Liquidificador,Philco,5,3271.09,Eletroportáteis,2025-04-21,Brenda Nascimento,Costa do Oeste
3256,Aspirador de Pó,Samsung,5,5314.34,Eletroportáteis,2025-02-23,Cauã Fernandes,da Mota do Oeste
3257,Micro-ondas,Panasonic,1,4503.23,Eletroportáteis,2024-12-11,Dra. Alícia Gomes,Fogaça Grande
3258,Liquidificador,Brastemp,5,2696.68,Eletroportáteis,2024-06-02,Lucas Cunha,Fogaça
3259,Televisão,Mondial,1,1747.1,Eletrônicos,2025-07-03,André Porto,Santos Grande
3260,Secadora,Electrolux,1,2729.28,Linha Branca,2025-06-25,Vicente Azevedo,Fernandes dos Dourados
3261,Secadora,Samsung,4,3323.98,Linha Branca,2024-06-26,João Lucas Porto,Souza
3262,Aspirador de Pó,Brastemp,4,1905.88,Eletroportáteis,2025-01-16,Yasmin Freitas,Pires do Sul
3263,Geladeira,Panasonic,5,3030.33,Linha Branca,2024-09-27,Kaique Moura,Ferreira do Sul
3264,Aspirador de Pó,Consul,4,5860.53,Eletroportáteis,2024-09-12,Sra. Ana Vitória Rocha,Viana
3265,Micro-ondas,Britânia,3,3351.95,Eletroportáteis,2025-01-07,Melissa Almeida,Azevedo do Sul
3266,Fogão,Consul,2,3289.7,Linha Branca,2023-07-25,Eloah Oliveira,Ramos
3267,Ar-Condicionado,Samsung,2,2221.5,Climatização,2024-02-24,João Farias,Fernandes
3268,Liquidificador,Britânia,5,2701.8,Eletroportáteis,2024-04-21,Isis Lopes,Rodrigues de Mendes
3269,Secadora,Midea,3,872.81,Linha Branca,2023-12-13,Diego Sales,da Cunha
3270,Fogão,LG,3,5785.06,Linha Branca,2024-11-06,Beatriz Carvalho,Rocha do Oeste
3271,Televisão,Panasonic,4,1346.38,Eletrônicos,2024-03-02,Yuri Fernandes,Dias
3272,Fogão,Brastemp,1,4982.18,Linha Branca,2023-10-26,Catarina Vieira,Ferreira
3273,Fogão,Consul,3,742.38,Linha Branca,2024-05-07,Mirella Dias,Rocha do Galho
3274,Cafeteira,Samsung,1,1219.68,Eletroportáteis,2024-04-29,Ana Julia Nogueira,Barros
3275,Geladeira,Samsung,2,5928.9,Linha Branca,2023-10-14,Dra. Bianca Duarte,Ramos do Oeste
3276,Aspirador de Pó,Electrolux,4,2682.25,Eletroportáteis,2023-07-19,Lívia Rocha,da Conceição
3277,Televisão,Panasonic,5,4451.67,Eletrônicos,2025-03-16,Davi Lucca Fogaça,Farias Paulista
3278,Fogão,Consul,5,963.47,Linha Branca,2023-11-23,Eloah da Cunha,Barbosa das Flores
3279,Liquidificador,Samsung,4,4890.43,Eletroportáteis,2023-10-02,Kevin Costela,Barros das Flores
3280,Secadora,Britânia,3,2155.2,Linha Branca,2023-09-22,Marina Moraes,Freitas da Mata
3281,Secadora,Consul,2,5303.6,Linha Branca,2025-03-09,Nicolas Pinto,Rodrigues
3282,Televisão,Samsung,2,5747.82,Eletrônicos,2024-12-23,Luiz Miguel Monteiro,Alves do Sul
3283,Micro-ondas,Consul,4,2612.6,Eletroportáteis,2024-10-17,Ana Laura Caldeira,Costa
3284,Liquidificador,Samsung,1,3385.04,Eletroportáteis,2023-09-24,Helena Rocha,Cardoso
3285,Aspirador de Pó,Philco,5,934.59,Eletroportáteis,2023-12-28,Luiza Freitas,Vieira das Flores
3286,Geladeira,Philco,2,2914.0,Linha Branca,2025-07-09,Sr. Enzo Silveira,Teixeira da Serra
3287,Secadora,Britânia,2,3117.86,Linha Branca,2025-02-13,Vitor Hugo da Rosa,Ramos Verde
3288,Geladeira,Panasonic,3,5731.54,Linha Branca,2023-10-19,Ana Júlia Alves,Lima
3289,Máquina de Lavar,Samsung,2,5136.34,Linha Branca,2024-09-11,Daniel Nunes,Jesus
3290,Liquidificador,Consul,5,4336.21,Eletroportáteis,2025-05-07,Isabel das Neves,Rocha
3291,Aspirador de Pó,Midea,2,4056.85,Eletroportáteis,2024-09-28,Sr. Davi Lucca Moura,Cardoso do Oeste
3292,Ar-Condicionado,LG,1,519.58,Climatização,2023-10-25,Thiago Dias,Lopes
3293,Secadora,Philco,5,3185.5,Linha Branca,2023-12-15,Nicolas Cavalcanti,Castro
3294,Ar-Condicionado,Britânia,3,752.43,Climatização,2025-01-10,Joana Pires,Santos de Pinto
3295,Geladeira,Consul,3,4518.16,Linha Branca,2024-02-21,Dr. Alexandre Fernandes,Souza de Carvalho
3296,Aspirador de Pó,Samsung,3,438.38,Eletroportáteis,2024-03-06,Alexandre da Luz,Pinto
3297,Máquina de Lavar,LG,1,1437.72,Linha Branca,2024-12-24,Ana Carolina Nunes,Pereira
3298,Ar-Condicionado,Midea,1,5645.48,Climatização,2023-12-11,Vitor Hugo Nogueira,Santos de Nascimento
3299,Micro-ondas,Consul,2,3944.59,Eletroportáteis,2023-11-24,Helena Martins,Cunha da Prata
3300,Aspirador de Pó,Brastemp,4,683.91,Eletroportáteis,2024-10-02,Isabelly Duarte,Fernandes das Flores
3301,Micro-ondas,Panasonic,4,5633.05,Eletroportáteis,2024-11-23,Valentina Costa,Pereira de Cardoso
3302,Fogão,Brastemp,4,3861.53,Linha Branca,2024-12-05,Sr. Eduardo Gonçalves,Carvalho da Serra
3303,Máquina de Lavar,Midea,4,5621.44,Linha Branca,2025-04-20,Raul Alves,Alves de Cavalcanti
3304,Fogão,Philco,3,4467.48,Linha Branca,2025-01-24,Renan Teixeira,Rodrigues
3305,Fogão,Electrolux,4,870.45,Linha Branca,2024-02-07,Srta. Ana Carolina Moura,Cunha
3306,Ar-Condicionado,Samsung,1,296.67,Climatização,2023-09-04,Valentina Carvalho,Fogaça
3307,Televisão,Britânia,5,5228.38,Eletrônicos,2023-10-14,Maria Alice Correia,Ribeiro da Prata
3308,Liquidificador,Mondial,1,2731.9,Eletroportáteis,2024-02-16,Thomas Rocha,Gomes do Campo
3309,Televisão,Electrolux,2,1195.03,Eletrônicos,2024-07-30,Bruno Dias,Viana
3310,Secadora,Panasonic,5,3139.47,Linha Branca,2023-12-24,Luigi Campos,da Rosa
3311,Micro-ondas,LG,5,2047.2,Eletroportáteis,2024-08-10,Agatha Mendes,Barbosa
3312,Micro-ondas,Britânia,4,1103.76,Eletroportáteis,2024-07-26,Bruno Ferreira,da Paz Verde
3313,Fogão,Consul,3,3491.34,Linha Branca,2024-12-01,Maria Sophia Novaes,da Mota de Castro
3314,Ar-Condicionado,Midea,3,4704.68,Climatização,2025-01-08,Maria Cecília da Rosa,Santos do Galho
3315,Cafeteira,LG,5,2074.76,Eletroportáteis,2024-08-16,Heitor Barbosa,Gonçalves
3316,Cafeteira,Mondial,2,4632.45,Eletroportáteis,2024-12-03,Luiz Henrique Silva,Jesus
3317,Ar-Condicionado,Consul,4,1582.64,Climatização,2023-08-27,Maria Porto,Moraes do Sul
3318,Televisão,Panasonic,5,1630.14,Eletrônicos,2024-04-14,João Lucas Freitas,Costela
3319,Liquidificador,Panasonic,1,3835.72,Eletroportáteis,2024-01-27,Yago Ferreira,Rezende do Norte
3320,Cafeteira,Britânia,3,1802.67,Eletroportáteis,2023-12-27,Gustavo Ramos,Moreira de Pinto
3321,Geladeira,Britânia,4,1161.27,Linha Branca,2023-09-11,Yuri Nascimento,Dias
3322,Televisão,Philco,1,1136.09,Eletrônicos,2025-03-03,Danilo Alves,Dias Grande
3323,Secadora,LG,5,4359.26,Linha Branca,2025-01-01,Yasmin da Rosa,Campos dos Dourados
3324,Fogão,Britânia,5,4352.3,Linha Branca,2025-01-20,Ana Clara Araújo,Santos
3325,Micro-ondas,Panasonic,5,3403.4,Eletroportáteis,2025-07-02,Sr. Marcelo Souza,Rodrigues Paulista
3326,Secadora,LG,3,383.43,Linha Branca,2023-12-15,Augusto Lopes,Castro do Campo
3327,Geladeira,Britânia,3,505.69,Linha Branca,2023-09-18,Marcos Vinicius Dias,Aragão
3328,Micro-ondas,Philco,3,3190.87,Eletroportáteis,2023-10-05,Maysa da Rocha,Peixoto da Mata
3329,Máquina de Lavar,Midea,3,5999.06,Linha Branca,2024-07-25,Lara da Conceição,Melo de Dias
3330,Cafeteira,Electrolux,4,5681.13,Eletroportáteis,2025-03-28,Dr. Vinicius Correia,Almeida
3331,Fogão,Brastemp,4,5188.43,Linha Branca,2024-07-11,Sra. Emanuella Cardoso,Castro
3332,Fogão,Mondial,5,5669.04,Linha Branca,2024-06-22,Vitor Hugo Cardoso,Teixeira de Minas
3333,Secadora,LG,1,1695.87,Linha Branca,2024-04-07,Bianca Rocha,Oliveira
3334,Máquina de Lavar,Consul,2,3287.41,Linha Branca,2024-11-19,Maria Porto,Mendes
3335,Máquina de Lavar,Brastemp,1,3182.05,Linha Branca,2024-04-08,Joana Oliveira,Mendes do Oeste
3336,Ar-Condicionado,Panasonic,2,1361.7,Climatização,2024-09-27,Davi Luiz Ferreira,Moraes
3337,Aspirador de Pó,Brastemp,2,5905.13,Eletroportáteis,2024-10-23,Maitê Pires,Araújo Verde
3338,Secadora,Brastemp,5,3610.86,Linha Branca,2025-02-03,Dra. Amanda Rocha,Nunes Verde
3339,Micro-ondas,Mondial,2,4266.94,Eletroportáteis,2025-01-02,Luiz Felipe Rocha,Farias de Costa
3340,Micro-ondas,Midea,2,3050.77,Eletroportáteis,2023-11-05,Sra. Maria Julia Carvalho,Moreira do Norte
3341,Geladeira,Philco,1,3541.41,Linha Branca,2023-11-10,Joaquim Pereira,Pinto Alegre
3342,Micro-ondas,Consul,2,4915.56,Eletroportáteis,2024-01-26,Nina Farias,Barbosa dos Dourados
3343,Ar-Condicionado,Philco,1,3430.48,Climatização,2024-09-29,Luna Lopes,Jesus
3344,Micro-ondas,Mondial,1,1315.49,Eletroportáteis,2023-07-19,Enzo Castro,Nunes
3345,Geladeira,Philco,2,1632.77,Linha Branca,2025-04-29,Paulo Cunha,Gonçalves
3346,Cafeteira,Electrolux,3,4186.44,Eletroportáteis,2023-12-04,Isabelly Rodrigues,Jesus Alegre
3347,Ar-Condicionado,Consul,2,5269.96,Climatização,2024-01-17,Sr. Ryan Gonçalves,Farias da Mata
